kind,id,sent_pt_br,sent_pt_pt,len_br,len_pt,ratio,robust_z
hard_threshold,2624057,Os antigos não dizem...,Os,23,2,0.08695652173913043,10.469413043478259
hard_threshold,12825646,"Por favor, o burro não.",Eu,23,2,0.08695652173913043,10.469413043478259
hard_threshold,6108389,Estabilizador atingido.,0.,23,2,0.08695652173913043,10.469413043478259
hard_threshold,3296175,É tudo que quero fazer.,Só,23,2,0.08695652173913043,10.469413043478259
hard_threshold,1958484,Vander Colombo e Gianfranco Marchi,Fim,34,3,0.08823529411764706,10.454749999999997
hard_threshold,7316220,"Tenham calma, rapazes.",M!,22,2,0.09090909090909091,10.424090909090907
hard_threshold,2200018,"Meus parabéns, senhor.",10,22,2,0.09090909090909091,10.424090909090907
hard_threshold,3522899,"Quack, quack Quack, quack, quack!",Quá,33,3,0.09090909090909091,10.424090909090907
hard_threshold,5533912,"Discagem rápida, três.",3.,22,2,0.09090909090909091,10.424090909090907
hard_threshold,13029576,"Bonjour, mademoiselle.",V?,22,2,0.09090909090909091,10.424090909090907
hard_threshold,8733201,"Se tratando de melões,",Um,22,2,0.09090909090909091,10.424090909090907
hard_threshold,1372365,Atrairá nosso público.,É!,22,2,0.09090909090909091,10.424090909090907
hard_threshold,5496436,É assim que,A,11,1,0.09090909090909091,10.424090909090907
hard_threshold,15810004,Unidade de análise comportamental,Fbi,33,3,0.09090909090909091,10.424090909090907
hard_threshold,15877149,E não custa,E,11,1,0.09090909090909091,10.424090909090907
hard_threshold,9798637,Você consegue dizer 'Hyung Yung'?,Ok.,33,3,0.09090909090909091,10.424090909090907
hard_threshold,1192951,"Até mais, senhora Até logo! Até logo! Até mais, senhora Até logo!",Adeus.,65,6,0.09230769230769231,10.408053846153843
hard_threshold,6408469,Mãe! --------------------------------------,Mãe!,43,4,0.09302325581395349,10.399848837209301
hard_threshold,9568495,Até amanhã eu terei esquecido...,Não,32,3,0.09375,10.391515624999998
hard_threshold,10334117,Com uma melhorada ficaria ótimo.,Ok.,32,3,0.09375,10.391515624999998
hard_threshold,6567100,Quem do Homem-Aranha?,J.,21,2,0.09523809523809523,10.374452380952379
hard_threshold,6770706,Veja por este ângulo.,Vê,21,2,0.09523809523809523,10.374452380952379
hard_threshold,3341046,Eu fiquei pensando...,Só,21,2,0.09523809523809523,10.374452380952379
hard_threshold,8881044,Eu estava pensando...,Eu,21,2,0.09523809523809523,10.374452380952379
hard_threshold,6505215,Ninguém assina igual.,E?,21,2,0.09523809523809523,10.374452380952379
hard_threshold,11945290,"Eu não suporto mentiras, ouviu?",Ei.,31,3,0.0967741935483871,10.356838709677415
hard_threshold,3136944,Não estava com nenhum problema.,Tu.,31,3,0.0967741935483871,10.356838709677415
hard_threshold,95278,"Agora, demonstraremos a capacidade desta máquina maravilhosa.",Eis as,61,6,0.09836065573770492,10.338647540983605
hard_threshold,3542776,Otavio August Cameiro Ferreira,Fim,30,3,0.1,10.319849999999997
hard_threshold,2738775,E A Enfermaria Nº 6?,E?,20,2,0.1,10.319849999999997
hard_threshold,2800390,Foi uma noite longa.,É.,20,2,0.1,10.319849999999997
hard_threshold,3304616,"Gravei um comercial,",Eu,20,2,0.1,10.319849999999997
hard_threshold,9259502,DIA DA CORRIDA Memo!,9H,20,2,0.1,10.319849999999997
hard_threshold,14593571,E agora é hora de perguntar...,E é,30,3,0.1,10.319849999999997
hard_threshold,9338280,O mesmo que em você.,No,20,2,0.1,10.319849999999997
hard_threshold,8890415,Você pensou que tinha acabado?,Tu.,30,3,0.1,10.319849999999997
hard_threshold,8476576,As categorias são...,As,20,2,0.1,10.319849999999997
hard_threshold,8961523,Entrei lá e disse...,Eu,20,2,0.1,10.319849999999997
hard_threshold,7841272,Comprar 12 calças de borracha.,Ah!,30,3,0.1,10.319849999999997
hard_threshold,12610016,Todos vós!,A,10,1,0.1,10.319849999999997
hard_threshold,7810385,A conferência é daqui a pouco.,Há.,30,3,0.1,10.319849999999997
hard_threshold,4928187,"Que bela companhia que arranjaste, Kate.",Não.,40,4,0.1,10.319849999999997
hard_threshold,14025029,Por quê...,E,10,1,0.1,10.319849999999997
hard_threshold,9801236,"Rapazes, a",A,10,1,0.1,10.319849999999997
hard_threshold,15060863,A pergunta,A,10,1,0.1,10.319849999999997
hard_threshold,11974466,O Inspetor,O,10,1,0.1,10.319849999999997
hard_threshold,3889295,Vou Ihe dizer o que vou fazer.,Vou,30,3,0.1,10.319849999999997
hard_threshold,7078027,Bom tempo.,É,10,1,0.1,10.319849999999997
hard_threshold,8864235,O homem no,O,10,1,0.1,10.319849999999997
hard_threshold,15281468,Ele estava tentando andar honestamente.,Sim.,39,4,0.10256410256410256,10.290448717948715
hard_threshold,5424583,Dirigido por... HayaoMiyazaki,Fim,29,3,0.10344827586206896,10.280310344827585
hard_threshold,11909320,Pois vou lhe dizer uma coisa.,Vou,29,3,0.10344827586206896,10.280310344827585
hard_threshold,11945206,"Muito obrigado, isso é ótimo.",Ok.,29,3,0.10344827586206896,10.280310344827585
hard_threshold,15149119,Nem sabia que existiam lados.,Há.,29,3,0.10344827586206896,10.280310344827585
hard_threshold,7202023,"Saia desta loja agora, Jewel!",Vá!,29,3,0.10344827586206896,10.280310344827585
hard_threshold,10930387,Farei 30 anos na sexta-feira.,30?,29,3,0.10344827586206896,10.280310344827585
hard_threshold,5486903,Bem de onde saimos.,E.,19,2,0.10526315789473684,10.2595
hard_threshold,15473403,Porque estamos esperando até casarmos.,Vai!,38,4,0.10526315789473684,10.2595
hard_threshold,5516683,Está falando sério?,É.,19,2,0.10526315789473684,10.2595
hard_threshold,15662310,"Oh, não, não, não, não, não, não, não.",Não.,38,4,0.10526315789473684,10.2595
hard_threshold,11325038,Isso deve ser dura.,É.,19,2,0.10526315789473684,10.2595
hard_threshold,9747926,Achei a saída de emergência.,Oh.,28,3,0.10714285714285714,10.237946428571426
hard_threshold,10925421,Queria minha roupa de volta.,Sim,28,3,0.10714285714285714,10.237946428571426
hard_threshold,14480509,Perto de prender esse homem?,Ok!,28,3,0.10714285714285714,10.237946428571426
hard_threshold,6627425,Meu meio-irmão bem-sucedido.,Hã?,28,3,0.10714285714285714,10.237946428571426
hard_threshold,10444286,"Apenas faça isso! Muito bem,",Já!,28,3,0.10714285714285714,10.237946428571426
hard_threshold,3491970,Mas você poderia ter dito...,Mas,28,3,0.10714285714285714,10.237946428571426
hard_threshold,1268491,"Sim, mas gostaria de ressaltar que...",Sim.,37,4,0.10810810810810811,10.226878378378377
hard_threshold,10309828,Nunca estive numa instituição mental.,Não.,37,4,0.10810810810810811,10.226878378378377
hard_threshold,14750020,Temos que ter isso gravado.,Ei!,27,3,0.1111111111111111,10.192444444444442
hard_threshold,11813741,"E então a Sra. Higgins diz,",E a,27,3,0.1111111111111111,10.192444444444442
hard_threshold,2464592,##############Guiguns###############,João,36,4,0.1111111111111111,10.192444444444442
hard_threshold,15914733,"Não, mas obrigada.",É.,18,2,0.1111111111111111,10.192444444444442
hard_threshold,7066328,Quando eu encontrar meu lar,Sim,27,3,0.1111111111111111,10.192444444444442
hard_threshold,13543721,Aquela era uma suspensão temporária.,Não.,36,4,0.1111111111111111,10.192444444444442
hard_threshold,9665984,"Sim, eu explico no caminho.",Ok.,27,3,0.1111111111111111,10.192444444444442
hard_threshold,9670151,Eis o que eu acho.,Eu,18,2,0.1111111111111111,10.192444444444442
hard_threshold,15803912,"Butters, se acalme",Ok,18,2,0.1111111111111111,10.192444444444442
hard_threshold,2232179,A escolha,A,9,1,0.1111111111111111,10.192444444444442
hard_threshold,13684995,Apenas o nome dele,Só,18,2,0.1111111111111111,10.192444444444442
hard_threshold,15629100,Isso é...,É,9,1,0.1111111111111111,10.192444444444442
hard_threshold,12058823,Hrothgar!,É,9,1,0.1111111111111111,10.192444444444442
hard_threshold,1217867,Sei o que,O,9,1,0.1111111111111111,10.192444444444442
hard_threshold,6893792,"Iolaus, tenho de ir vê-los.","Uh,",27,3,0.1111111111111111,10.192444444444442
hard_threshold,316076,Tradução e correções - Kilo,Fim,27,3,0.1111111111111111,10.192444444444442
hard_threshold,81512,Vamos lá.,Ç,9,1,0.1111111111111111,10.192444444444442
hard_threshold,13612611,São muito bonitas.,É?,18,2,0.1111111111111111,10.192444444444442
hard_threshold,14797598,Fiz os ajustes necessários.,Ok.,27,3,0.1111111111111111,10.192444444444442
hard_threshold,1620762,E vou lhe,E,9,1,0.1111111111111111,10.192444444444442
hard_threshold,8234929,"Tudo bem, veja, veja, veja.",25!,27,3,0.1111111111111111,10.192444444444442
hard_threshold,11129859,Olha o passarinho!,X!,18,2,0.1111111111111111,10.192444444444442
hard_threshold,15101316,Algumas restrições devem aplicar-se.,Sim?,36,4,0.1111111111111111,10.192444444444442
hard_threshold,11324502,Você já viu antes.,É.,18,2,0.1111111111111111,10.192444444444442
hard_threshold,7305857,Adoro essa música.,É.,18,2,0.1111111111111111,10.192444444444442
hard_threshold,14796923,Quanto trabalho para vender colônia.,Olá.,36,4,0.1111111111111111,10.192444444444442
hard_threshold,6769744,De um vendilhão como Flynt.,Mr.,27,3,0.1111111111111111,10.192444444444442
hard_threshold,4200840,"Em uma respiração suave, eu",Num,27,3,0.1111111111111111,10.192444444444442
hard_threshold,7272827,"Policial, foi absolutamente maldoso.",[Pt],36,4,0.1111111111111111,10.192444444444442
hard_threshold,6500756,Já disse para ficar parada.,Vê?,27,3,0.1111111111111111,10.192444444444442
hard_threshold,523360,Use um pouco de diplomacia.,Ok!,27,3,0.1111111111111111,10.192444444444442
hard_threshold,14356637,Eu pensei que você fosse me perguntar como eu estive.,É bom.,53,6,0.11320754716981132,10.168405660377356
hard_threshold,5273200,"É Sim, eu compreendo completamente.",Vês?,35,4,0.11428571428571428,10.156042857142854
hard_threshold,4685705,Sofremos perda de energia elétrica.,Não.,35,4,0.11428571428571428,10.156042857142854
hard_threshold,4682171,"DECÁLOGO, Episódio VII Não Furtarás",Sete,35,4,0.11428571428571428,10.156042857142854
hard_threshold,9235628,Escuridão enche meu coraçao de dor.,Meu!,35,4,0.11428571428571428,10.156042857142854
hard_threshold,14106868,Agência de Segurança Federal Russa.,Fsb.,35,4,0.11428571428571428,10.156042857142854
hard_threshold,2239149,Você recebe o dinheiro diariamante?,Não.,35,4,0.11428571428571428,10.156042857142854
hard_threshold,13017129,"Margaret, significa tanto para ela.",Pai.,35,4,0.11428571428571428,10.156042857142854
hard_threshold,9056444,"Relaxe, sou motorista profissional.",Sim?,35,4,0.11428571428571428,10.156042857142854
hard_threshold,9292644,[Dance music playing] [Cantar] bebê,Baby,35,4,0.11428571428571428,10.156042857142854
hard_threshold,3330537,Nada aconteceu ao general enquanto ele estava na propriedade.,O Audi.,61,7,0.11475409836065574,10.15067213114754
hard_threshold,686032,Legendas e Sincronia MAURO,Fim,26,3,0.11538461538461539,10.143442307692306
hard_threshold,4721647,Quantos na semana passada?,Oh!,26,3,0.11538461538461539,10.143442307692306
hard_threshold,8328588,Mas vou dizer uma coisa...,Mas,26,3,0.11538461538461539,10.143442307692306
hard_threshold,9747930,Achei a saída de incêndio.,Oh.,26,3,0.11538461538461539,10.143442307692306
hard_threshold,10898736,Eu farei negócio com você.,Oh.,26,3,0.11538461538461539,10.143442307692306
hard_threshold,15914244,Ainda bem que você chegou.,Olá,26,3,0.11538461538461539,10.143442307692306
hard_threshold,2985515,Você se sentir mais viril.,Mal,26,3,0.11538461538461539,10.143442307692306
hard_threshold,13242993,TRADUÇÃO - lpatp PRODUÇOES,Opt,26,3,0.11538461538461539,10.143442307692306
hard_threshold,8488437,"Vamos Marvim, pra Marklar!",Já?,26,3,0.11538461538461539,10.143442307692306
hard_threshold,5150179,Estamos trabalhando nisso.,Vá.,26,3,0.11538461538461539,10.143442307692306
hard_threshold,9760468,ajude-me! Estou sangrando!,Ei!,26,3,0.11538461538461539,10.143442307692306
hard_threshold,12579192,"Não, gracias, Gracias, não, não, Me escuta.",Ouve.,43,5,0.11627906976744186,10.133186046511625
hard_threshold,7549906,"Agora, se íamos conversar, vamos conversar.",Fale!,43,5,0.11627906976744186,10.133186046511625
hard_threshold,4861843,"Não, não, não, não, não, não, não!",Não!,34,4,0.11764705882352941,10.117499999999996
hard_threshold,2123246,Minha esposa é muito superticiosa.,Sim?,34,4,0.11764705882352941,10.117499999999996
hard_threshold,4997183,Nós podemos ouvir,Já,17,2,0.11764705882352941,10.117499999999996
hard_threshold,8558664,Agentes Especiais Scully e Mulder.,Fbi.,34,4,0.11764705882352941,10.117499999999996
hard_threshold,6225198,Você está dispensado desta missão.,Sim.,34,4,0.11764705882352941,10.117499999999996
hard_threshold,12665161,Deixe-nos preparar algo para eles.,Não.,34,4,0.11764705882352941,10.117499999999996
hard_threshold,9013556,Ele está concorrendo a presidente?,Sim.,34,4,0.11764705882352941,10.117499999999996
hard_threshold,1862483,Dr. Tristan Adams,A/,17,2,0.11764705882352941,10.117499999999996
hard_threshold,5797888,Eu tenho 31 anos.,E?,17,2,0.11764705882352941,10.117499999999996
hard_threshold,15438282,Nós nos conhecíamos desde criança.,Vem!,34,4,0.11764705882352941,10.117499999999996
hard_threshold,2526926,O que quer dizer?,E?,17,2,0.11764705882352941,10.117499999999996
hard_threshold,13605176,Regras para um Escritório Moderno.,Pam.,34,4,0.11764705882352941,10.117499999999996
hard_threshold,13246483,O DNA confirma-o.,E?,17,2,0.11764705882352941,10.117499999999996
hard_threshold,10140413,Hospital saint catherine entrada principal,Gwen.,42,5,0.11904761904761904,10.101440476190474
hard_threshold,8455401,"Eu-poderia-ter-sido- uma-ótima-dançarina""?",Pior.,42,5,0.11904761904761904,10.101440476190474
hard_threshold,12433971,"Abaixe logo, não se mexa.",Já!,25,3,0.12,10.090519999999998
hard_threshold,10338846,A corda-bamba dos Jacarés,216,25,3,0.12,10.090519999999998
hard_threshold,7123763,Do que você está falando?,Eu?,25,3,0.12,10.090519999999998
hard_threshold,9747833,"Ah, você tocou nos lados!",Oh!,25,3,0.12,10.090519999999998
hard_threshold,11105207,O MELHOR DA JUVENTUDE fim,Fim,25,3,0.12,10.090519999999998
hard_threshold,1849024,Legenda por Arnaldo Assis,Fim,25,3,0.12,10.090519999999998
hard_threshold,10908570,Mas desta vez te imploro.,Mas,25,3,0.12,10.090519999999998
hard_threshold,9482483,O que estou fazendo aqui?,Eu?,25,3,0.12,10.090519999999998
hard_threshold,1621407,"Pat, em Pearl Harbor e...",St.,25,3,0.12,10.090519999999998
hard_threshold,8373864,Já fez vários comerciais.,Faz,25,3,0.12,10.090519999999998
hard_threshold,15635107,"Está vendo? Oh, meu Deus.",Ok.,25,3,0.12,10.090519999999998
hard_threshold,1812960,Voltarei com um exército?,Eu?,25,3,0.12,10.090519999999998
hard_threshold,7132084,Quer dinheiro vivo agora?,Já?,25,3,0.12,10.090519999999998
hard_threshold,5374459,Ressincronia WEB-DL Bola7,Mgw,25,3,0.12,10.090519999999998
hard_threshold,8234928,"Vinte cinco, vinte cinco.",25!,25,3,0.12,10.090519999999998
hard_threshold,2240070,SARANTSEV Nikodim Fomitch,Yu.,25,3,0.12,10.090519999999998
hard_threshold,3352302,Ângulo de 030 à esquerda.,30.,25,3,0.12,10.090519999999998
hard_threshold,3669711,Califórnia só estava de passagem.,Não?,33,4,0.12121212121212122,10.076621212121209
hard_threshold,9207694,Não precisa se comprometer agora.,Sim.,33,4,0.12121212121212122,10.076621212121209
hard_threshold,12278496,Estou interrompendo alguma coisa?,Não.,33,4,0.12121212121212122,10.076621212121209
hard_threshold,3559016,"Inauguração em breve""Oi, rapazes.",Olá!,33,4,0.12121212121212122,10.076621212121209
hard_threshold,9713709,"Oi, estou procurando Carl Ferris.",Olá.,33,4,0.12121212121212122,10.076621212121209
hard_threshold,12292349,"Quero dizer, o que, deviam dizer,",Será,33,4,0.12121212121212122,10.076621212121209
hard_threshold,14783194,Você precisa se concentrar nisso.,Não.,33,4,0.12121212121212122,10.076621212121209
hard_threshold,3119890,"Algo está acontecendo aqui, cara.",Meu.,33,4,0.12121212121212122,10.076621212121209
hard_threshold,1613852,"Só com uma ligeira modificação, eu tiro, você dá.",Só com,49,6,0.12244897959183673,10.0624387755102
hard_threshold,12424907,"Agora, quando começarmos, não esqueça de dizer...",Não te,49,6,0.12244897959183673,10.0624387755102
hard_threshold,14594605,"Ei, olha a boca.",Ok,16,2,0.125,10.033187499999997
hard_threshold,14875403,"Eu sempre dizia,",Eu,16,2,0.125,10.033187499999997
hard_threshold,15642050,Há alguns minutos atrás.,Já.,24,3,0.125,10.033187499999997
hard_threshold,11945306,É o incrível homem desaparecido.,Sim.,32,4,0.125,10.033187499999997
hard_threshold,2873364,P-a-r...,P,8,1,0.125,10.033187499999997
hard_threshold,587934,Como se estivéssemos encantados.,Sim.,32,4,0.125,10.033187499999997
hard_threshold,884006,"Salkhad, o pesquisador de campo.",Dói.,32,4,0.125,10.033187499999997
hard_threshold,7857832,O que está te impedindo?,Eu!,24,3,0.125,10.033187499999997
hard_threshold,9776027,A vendedora falou assim.,E a,24,3,0.125,10.033187499999997
hard_threshold,11389079,O título,O,8,1,0.125,10.033187499999997
hard_threshold,15031573,Passo 1:,O,8,1,0.125,10.033187499999997
hard_threshold,5233887,Espere um pouco.,É?,16,2,0.125,10.033187499999997
hard_threshold,6815690,"Quem você quer enganar, Laverne?",Ora!,32,4,0.125,10.033187499999997
hard_threshold,2949460,Tradução das legendas Puccabride,DoX®,32,4,0.125,10.033187499999997
hard_threshold,5942107,Verei o que posso fazer.,"Ok,",24,3,0.125,10.033187499999997
hard_threshold,3709460,Procuramos o dono deste negócio.,Olá.,32,4,0.125,10.033187499999997
hard_threshold,15826264,"Tinha um grande ""M""nela.","M""?",24,3,0.125,10.033187499999997
hard_threshold,163785,Eu disse,E,8,1,0.125,10.033187499999997
hard_threshold,7843876,"Et cetera, et cetera, et cetera.",Etc.,32,4,0.125,10.033187499999997
hard_threshold,11110848,Especialmente...,Oi,16,2,0.125,10.033187499999997
hard_threshold,15731525,Número 10 está demitido.,Um.,24,3,0.125,10.033187499999997
hard_threshold,7014720,Eu entendo isto.,Eu,16,2,0.125,10.033187499999997
hard_threshold,11101221,Passamos toda a noite acordados.,Sim.,32,4,0.125,10.033187499999997
hard_threshold,3491121,"É, independente.",É.,16,2,0.125,10.033187499999997
hard_threshold,9923924,Que emocionante.,É.,16,2,0.125,10.033187499999997
hard_threshold,13461674,E o cara,E,8,1,0.125,10.033187499999997
hard_threshold,3349705,Tiramos vocês dois pelos fundos.,Bem.,32,4,0.125,10.033187499999997
hard_threshold,6691655,Mais um.,1,8,1,0.125,10.033187499999997
hard_threshold,5950127,Mostrar níveis de acesso,5 0,24,3,0.125,10.033187499999997
hard_threshold,9324061,O grande,O,8,1,0.125,10.033187499999997
hard_threshold,3068345,Não quero que aconteceu?,Eu.,24,3,0.125,10.033187499999997
hard_threshold,12351488,Deixem Susan fora disso.,Ok.,24,3,0.125,10.033187499999997
hard_threshold,12356343,Ele está falando de mim.,Eu.,24,3,0.125,10.033187499999997
hard_threshold,9490225,Tenho vontade de,Só,16,2,0.125,10.033187499999997
hard_threshold,10065658,Mas vejam os benefícios.,Mas,24,3,0.125,10.033187499999997
hard_threshold,8366966,Não queria que terminasse assim.,Sim?,32,4,0.125,10.033187499999997
